/media/ce/ce_sata/Data/Plaka/plates/00DY9873-20191101-174849.jpg,552,264,97,25,0
/media/ce/ce_sata/Data/Plaka/plates/01AAD92-20191101-035858.jpg,707,377,163,40,0
/media/ce/ce_sata/Data/Plaka/plates/01AAD92-20191101-194519.jpg,724,365,155,41,0
/media/ce/ce_sata/Data/Plaka/plates/01AAD97-20191101-035857.jpg,580,283,104,27,0
/media/ce/ce_sata/Data/Plaka/plates/01AAD97-20191101-194518.jpg,558,268,94,23,0
/media/ce/ce_sata/Data/Plaka/plates/01AHP73-20191101-085535.jpg,705,278,108,29,0
/media/ce/ce_sata/Data/Plaka/plates/01AID97-20191101-194518.jpg,560,276,101,25,0
/media/ce/ce_sata/Data/Plaka/plates/01AMP73-20191101-190223.jpg,640,252,90,22,0
/media/ce/ce_sata/Data/Plaka/plates/01ANP73-20191101-085536.jpg,906,352,154,41,0
/media/ce/ce_sata/Data/Plaka/plates/01ANP73-20191101-164057.jpg,592,256,94,26,0
/media/ce/ce_sata/Data/Plaka/plates/01ANP73-20191101-190223.jpg,676,278,110,28,0
/media/ce/ce_sata/Data/Plaka/plates/01IA097-20191101-035856.jpg,594,260,85,21,0
/media/ce/ce_sata/Data/Plaka/plates/01NB455-20190615-145747.jpg,281,308,101,31,0
/media/ce/ce_sata/Data/Plaka/plates/03BDT873-20190615-132835.jpg,509,272,95,26,0
/media/ce/ce_sata/Data/Plaka/plates/03DU3111-20190615-080848.jpg,878,241,80,23,0
/media/ce/ce_sata/Data/Plaka/plates/03EH381-20190615-183514.jpg,526,292,104,28,0
/media/ce/ce_sata/Data/Plaka/plates/03EH512-20190615-141242.jpg,461,272,93,23,0
/media/ce/ce_sata/Data/Plaka/plates/03EN381-20190615-183500.jpg,526,292,103,28,0
/media/ce/ce_sata/Data/Plaka/plates/03EN381-20190615-183507.jpg,526,292,104,28,0
/media/ce/ce_sata/Data/Plaka/plates/03EN381-20190615-183513.jpg,526,292,104,28,0
/media/ce/ce_sata/Data/Plaka/plates/03F8238-20190615-093631.jpg,895,208,71,23,0
/media/ce/ce_sata/Data/Plaka/plates/03FD1290-20190615-163642.jpg,624,319,116,29,0
/media/ce/ce_sata/Data/Plaka/plates/03FS535-20190615-143305.jpg,405,270,94,24,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ730-20190615-104614.jpg,346,291,92,24,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ730-20190615-104617.jpg,345,291,93,24,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ730-20190615-104948.jpg,345,291,92,24,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ730-20190615-104953.jpg,346,291,92,24,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ7308-20190615-104535.jpg,349,292,89,22,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ7308-20190615-104819.jpg,348,294,89,21,0
/media/ce/ce_sata/Data/Plaka/plates/03GJ7308-20190615-105116.jpg,366,298,93,22,0
/media/ce/ce_sata/Data/Plaka/plates/03HE8672-20190615-135731.jpg,479,294,90,23,0
/media/ce/ce_sata/Data/Plaka/plates/03HL2663-20190615-150040.jpg,888,274,80,24,0
/media/ce/ce_sata/Data/Plaka/plates/03HLH24-20190615-141311.jpg,549,278,77,21,0
/media/ce/ce_sata/Data/Plaka/plates/03HLH24-20190615-141318.jpg,547,279,80,22,0
/media/ce/ce_sata/Data/Plaka/plates/03HLH24-20190615-141355.jpg,566,292,90,22,0
/media/ce/ce_sata/Data/Plaka/plates/03HLH24-20190615-141358.jpg,594,298,95,23,0
/media/ce/ce_sata/Data/Plaka/plates/03HY8327-20190615-174356.jpg,884,219,75,24,0
